"customer_id","purchase_date","product_category","purchase_amount","payment_method","shipping_address","loyalty_member","return_policy_days","customer_rating","promo_code_used"
"749","7/14/2019","clothing","486.04","debit card","Apt 1667","","19","1",""
"750","6/26/2019","home goods","475.64","debit card","2nd Floor","1","16","3","1"
"751","1/21/2020","sports equipment","127.95","cash","Suite 50","","13","3",""
"752","10/29/2021","beauty","54.7","cash","Suite 69","1","17","4",""
"753","3/8/2020","home goods","449.06","credit card","Room 809","","17","1",""
"754","4/28/2020","home goods","309.43","mobile payment","6th Floor","","22","1","1"
"755","9/3/2021","home goods","272.31","cash","Suite 43","1","28","2","1"
"756","1/7/2021","beauty","428.28","credit card","Apt 1624","1","19","4",""
"757","1/15/2019","electronics","27.3","debit card","11th Floor","1","15","1","1"
"758","1/15/2019","home goods","482.28","debit card","Apt 604","1","29","3",""
"759","6/21/2020","sports equipment","40.97","credit card","Apt 1412","1","22","3",""
"760","11/6/2019","electronics","186.51","cash","16th Floor","","24","1",""
"761","12/26/2019","clothing","232.86","cash","2nd Floor","1","11","3",""
"762","11/7/2019","home goods","357.16","credit card","Apt 578","1","8","1","1"
"763","10/29/2021","sports equipment","119.87","cash","Suite 63","1","13","3","1"
"764","10/12/2021","home goods","187.45","credit card","Suite 85","","9","4","1"
"765","2/17/2021","clothing","397.18","credit card","Apt 1404","1","29","1","1"
"766","3/23/2021","home goods","480.92","debit card","PO Box 44342","","9","2",""
"767","7/17/2020","sports equipment","234.5","credit card","Apt 1034","1","7","4",""
"768","5/21/2020","sports equipment","434.14","credit card","PO Box 75294","1","9","2","1"
"769","9/15/2019","sports equipment","113.63","credit card","PO Box 55602","1","22","1",""
"770","4/1/2019","clothing","359.5","credit card","Apt 1958","","11","1","1"
"771","9/3/2021","electronics","326.15","mobile payment","5th Floor","","9","3",""
"772","1/28/2020","home goods","317.83","mobile payment","Apt 170","1","19","1","1"
"773","9/5/2021","home goods","57.93","mobile payment","Suite 11","","27","3","1"
"774","9/29/2019","beauty","242.11","cash","PO Box 97788","","18","5",""
"775","2/7/2020","home goods","110.48","credit card","Room 1819","","11","4",""
"776","4/29/2020","electronics","373.64","cash","PO Box 40207","1","18","5",""
"777","2/10/2021","sports equipment","192.12","debit card","PO Box 95112","1","28","1","1"
"778","2/2/2019","beauty","250.66","cash","PO Box 3488","1","10","3","1"
"779","8/23/2019","beauty","286.86","debit card","16th Floor","","27","2",""
"780","6/17/2020","sports equipment","437.59","cash","Room 204","1","8","2",""
"781","10/27/2020","home goods","493.82","debit card","Suite 33","","29","1","1"
"782","6/17/2021","beauty","362.03","debit card","Room 542","","9","1",""
"783","9/18/2021","sports equipment","296.96","credit card","PO Box 27812","","25","4","1"
"784","8/27/2019","clothing","431.36","mobile payment","Apt 1011","","15","4",""
"785","10/30/2020","home goods","65.66","mobile payment","Apt 1095","","27","3",""
"786","4/24/2019","home goods","43.49","cash","Suite 95","1","11","4",""
"787","11/28/2021","clothing","107.96","credit card","Room 547","","24","2",""
"788","4/6/2019","home goods","72.64","credit card","Suite 69","1","7","4",""
"789","11/23/2020","electronics","156.5","mobile payment","Room 1917","","11","5","1"
"790","6/12/2019","electronics","444.02","mobile payment","Suite 78","1","24","1","1"
"791","9/17/2020","sports equipment","227.94","cash","Suite 58","1","19","1","1"
"792","10/14/2020","sports equipment","307.95","debit card","10th Floor","","25","3",""
"793","11/19/2020","home goods","242.45","mobile payment","Suite 37","","27","3","1"
"794","4/9/2021","electronics","399.64","mobile payment","PO Box 8231","1","19","2","1"
"795","8/24/2019","sports equipment","360.35","credit card","Apt 138","1","7","5","1"
"796","2/9/2021","clothing","14.63","cash","PO Box 86741","","26","3",""
"797","5/30/2020","home goods","97.18","credit card","Apt 263","1","17","2","1"
"798","10/26/2019","beauty","119.37","credit card","12th Floor","","27","3",""
"799","8/4/2021","clothing","436.61","debit card","Suite 78","","27","5",""
"800","7/19/2019","beauty","177.66","mobile payment","10th Floor","","18","2","1"
"801","8/22/2019","sports equipment","236.14","cash","11th Floor","1","17","5",""
"802","1/6/2021","electronics","475.23","credit card","PO Box 16512","1","15","3","1"
"803","1/11/2020","electronics","300.37","credit card","6th Floor","","30","2","1"
"804","6/20/2021","clothing","273.54","mobile payment","Room 820","","29","3",""
"805","9/22/2019","clothing","360.69","debit card","Suite 18","","30","4","1"
"806","12/3/2019","electronics","300.02","mobile payment","PO Box 10885","","24","5",""
"807","1/27/2019","electronics","130.82","cash","Suite 23","1","19","4",""
"808","7/8/2019","clothing","464.11","credit card","Suite 77","","7","1","1"
"809","6/10/2019","electronics","83.61","debit card","10th Floor","1","8","4","1"
"810","7/13/2020","beauty","89.32","cash","Suite 75","","13","1","1"
"811","9/20/2020","electronics","417.63","credit card","Suite 8","1","29","4","1"
"812","12/22/2020","home goods","41.97","debit card","6th Floor","","26","3",""
"813","8/22/2019","sports equipment","35.84","mobile payment","PO Box 56155","","8","2","1"
"814","3/28/2021","clothing","379.0","cash","Room 1502","","19","5",""
"815","4/20/2021","home goods","121.45","cash","Suite 52","","17","2","1"
"816","3/22/2020","home goods","335.62","debit card","PO Box 84386","1","30","1",""
"817","9/1/2019","beauty","164.08","credit card","15th Floor","","25","2","1"
"818","3/15/2019","electronics","151.38","cash","Room 766","1","30","5",""
"819","5/10/2021","home goods","233.45","mobile payment","Suite 60","","14","4","1"
"820","11/29/2021","beauty","318.23","cash","PO Box 78443","1","19","5","1"
"821","7/17/2020","sports equipment","323.2","cash","Room 1645","","13","2","1"
"822","10/20/2020","electronics","435.44","cash","Apt 1254","","21","1","1"
"823","1/10/2020","home goods","367.04","debit card","Room 1590","","10","5",""
"824","1/30/2019","electronics","232.54","debit card","Apt 1550","1","12","2","1"
"825","5/8/2021","sports equipment","339.55","debit card","PO Box 84151","1","29","3","1"
"826","10/30/2019","electronics","27.54","cash","PO Box 84324","1","18","3",""
"827","8/7/2020","home goods","419.63","mobile payment","Room 370","","10","4","1"
"828","10/19/2020","beauty","116.6","mobile payment","Room 759","1","7","5",""
"829","8/23/2019","sports equipment","237.98","debit card","Room 1008","","18","5",""
"830","12/17/2020","clothing","217.67","debit card","PO Box 28630","1","9","2",""
"831","8/25/2020","clothing","52.86","cash","PO Box 38715","","13","2","1"
"832","3/30/2019","home goods","96.98","mobile payment","PO Box 48784","","11","1",""
"833","5/4/2021","clothing","300.53","debit card","Suite 93","","9","4",""
"834","8/25/2020","electronics","198.61","cash","Room 1800","1","25","5","1"
"835","3/11/2020","electronics","196.16","mobile payment","Suite 81","","30","5","1"
"836","8/15/2019","home goods","358.97","credit card","PO Box 88777","1","19","4",""
"837","11/25/2019","home goods","178.63","cash","Room 1398","","27","2",""
"838","1/11/2020","beauty","306.56","cash","Suite 83","","15","1","1"
"839","2/25/2020","beauty","360.68","credit card","19th Floor","1","24","5",""
"840","5/28/2020","home goods","195.68","mobile payment","Room 624","","25","2","1"
"841","3/6/2019","beauty","276.7","mobile payment","Room 1640","","27","3","1"
"842","4/8/2019","electronics","252.87","credit card","Room 1514","","26","3",""
"843","1/23/2020","sports equipment","83.36","mobile payment","Room 223","","9","5","1"
"844","4/6/2021","home goods","166.02","mobile payment","Room 1583","1","30","3",""
"845","10/3/2019","sports equipment","258.37","mobile payment","Apt 430","","12","3","1"
"846","5/12/2019","electronics","292.5","debit card","PO Box 17578","","26","5",""
"847","6/24/2021","clothing","51.03","mobile payment","1st Floor","1","13","2","1"
"848","4/28/2019","home goods","12.87","mobile payment","Apt 1877","","15","4",""
"849","10/7/2020","electronics","54.05","credit card","Suite 31","1","29","1",""
"850","4/9/2021","clothing","405.69","debit card","PO Box 62279","","21","5",""
"851","5/28/2019","electronics","394.28","cash","Apt 1687","1","13","5",""
"852","9/14/2020","beauty","295.45","cash","Suite 63","","27","2","1"
"853","11/22/2021","electronics","461.21","debit card","Suite 20","1","14","1","1"
"854","12/9/2019","beauty","436.79","debit card","Room 1507","","10","2",""
"855","5/26/2020","clothing","204.33","mobile payment","5th Floor","1","25","1","1"
"856","12/15/2020","clothing","98.93","mobile payment","13th Floor","1","23","4","1"
"857","6/20/2021","home goods","274.68","mobile payment","13th Floor","","10","2","1"
"858","10/16/2021","electronics","199.32","credit card","Apt 67","1","12","1","1"
"859","1/2/2021","clothing","463.44","debit card","PO Box 94750","","17","2","1"
"860","4/20/2021","sports equipment","218.05","debit card","Room 759","1","10","3",""
"861","3/25/2021","home goods","279.56","mobile payment","Apt 936","1","19","5","1"
"862","8/31/2019","home goods","109.61","debit card","Apt 1525","","14","3",""
"863","8/31/2019","sports equipment","256.83","credit card","Room 100","1","15","2","1"
"864","2/4/2019","clothing","192.41","cash","PO Box 6101","","11","5",""
"865","10/6/2021","beauty","406.38","credit card","PO Box 36012","1","28","1","1"
"866","4/23/2020","home goods","417.25","mobile payment","14th Floor","","21","1","1"
"867","12/20/2019","sports equipment","442.53","cash","Apt 615","","11","5","1"
"868","7/5/2019","clothing","256.95","cash","PO Box 30540","1","19","5",""
"869","6/16/2020","sports equipment","293.22","cash","Apt 838","","12","1",""
"870","4/29/2020","beauty","362.93","credit card","Suite 57","1","15","2","1"
"871","9/17/2020","electronics","134.54","mobile payment","Apt 398","1","29","5",""
"872","11/14/2021","home goods","47.77","debit card","PO Box 14250","","12","4",""
"873","4/1/2021","sports equipment","99.29","credit card","1st Floor","1","14","4","1"
"874","9/23/2021","home goods","397.76","credit card","PO Box 34636","","26","4",""
"875","7/14/2020","electronics","420.12","credit card","18th Floor","1","11","2","1"
"876","10/1/2021","beauty","64.69","debit card","14th Floor","","9","4","1"
"877","3/27/2019","home goods","45.27","mobile payment","Suite 16","","24","1",""
"878","11/10/2021","sports equipment","454.35","mobile payment","Room 1807","1","16","5",""
"879","10/25/2021","electronics","44.65","credit card","Apt 1697","","20","1","1"
"880","8/19/2019","sports equipment","271.9","credit card","PO Box 4697","1","7","1","1"
"881","9/17/2019","sports equipment","452.62","credit card","Suite 50","","13","1","1"
"882","6/12/2021","beauty","143.64","mobile payment","9th Floor","1","8","5",""
"883","3/18/2021","beauty","142.42","mobile payment","PO Box 12767","1","28","1",""
"884","9/24/2020","home goods","164.76","debit card","Suite 13","1","25","4",""
"885","10/24/2021","sports equipment","172.44","cash","Room 1476","","27","5","1"
"886","12/13/2019","electronics","20.44","credit card","PO Box 78948","","16","3","1"
"887","2/20/2020","home goods","123.07","credit card","4th Floor","1","18","1",""
"888","3/9/2020","beauty","56.47","debit card","4th Floor","1","8","3","1"
"889","8/27/2021","sports equipment","364.29","mobile payment","Suite 45","","8","3",""
"890","2/19/2021","beauty","238.02","mobile payment","5th Floor","1","14","5",""
"891","7/23/2019","electronics","401.32","mobile payment","Apt 776","","22","4",""
"892","10/9/2021","sports equipment","174.0","cash","Suite 55","1","24","2","1"
"893","9/15/2021","clothing","405.36","cash","Room 387","1","27","3","1"
"894","11/21/2021","home goods","486.81","credit card","18th Floor","","21","4","1"
"895","2/12/2020","clothing","189.26","mobile payment","PO Box 16768","1","8","4","1"
"896","8/15/2020","electronics","298.62","credit card","15th Floor","1","14","3","1"
"897","4/12/2020","sports equipment","142.35","mobile payment","19th Floor","1","7","1","1"
"898","12/1/2019","electronics","380.61","debit card","Suite 63","","17","3",""
"899","4/26/2021","sports equipment","424.41","credit card","16th Floor","1","15","1","1"
"900","4/18/2020","beauty","367.69","debit card","Apt 597","1","28","1","1"
"901","12/14/2021","home goods","453.19","debit card","Suite 73","1","13","2",""
"902","2/21/2020","electronics","35.83","debit card","Room 1390","","8","4","1"
"903","5/21/2021","beauty","97.81","mobile payment","Room 102","","27","3",""
"904","4/3/2021","home goods","485.53","cash","Suite 12","","8","5","1"
"905","3/6/2019","home goods","339.66","mobile payment","Suite 39","1","11","1",""
"906","6/10/2020","beauty","231.41","credit card","Room 519","","21","5","1"
"907","4/29/2021","beauty","392.5","cash","Room 644","","17","4","1"
"908","9/9/2020","clothing","480.05","credit card","Apt 1314","","10","3","1"
"909","9/4/2020","beauty","380.98","credit card","5th Floor","1","29","4",""
"910","3/13/2019","home goods","340.52","mobile payment","Room 1142","1","7","4",""
"911","10/13/2020","beauty","21.86","mobile payment","Room 1021","","23","2",""
"912","10/15/2020","sports equipment","106.63","debit card","10th Floor","1","19","3",""
"913","10/4/2019","home goods","210.52","mobile payment","Room 14","1","27","1","1"
"914","5/2/2020","clothing","490.95","debit card","Room 412","","14","2",""
"915","5/18/2020","clothing","346.77","credit card","Suite 18","1","10","1","1"
"916","4/27/2019","home goods","40.79","debit card","17th Floor","","16","5","1"
"917","3/10/2020","sports equipment","497.62","credit card","Apt 517","1","29","3","1"
"918","2/19/2020","sports equipment","397.77","debit card","Apt 529","","19","4","1"
"919","9/24/2021","home goods","345.76","credit card","Suite 47","1","22","3","1"
"920","11/9/2021","sports equipment","370.9","mobile payment","Room 1823","","27","2","1"
"921","6/5/2019","clothing","55.16","mobile payment","Suite 60","","23","5","1"
"922","3/10/2021","clothing","310.64","debit card","19th Floor","","15","4","1"
"923","2/17/2020","sports equipment","142.31","cash","17th Floor","","22","1",""
"924","7/1/2021","sports equipment","385.38","cash","1st Floor","1","16","5",""
"925","4/1/2020","beauty","392.3","cash","Apt 1124","","23","1","1"
"926","5/5/2020","home goods","451.25","credit card","20th Floor","1","29","5",""
"927","4/17/2019","beauty","222.46","cash","Apt 699","1","26","4","1"
"928","9/20/2019","electronics","169.04","cash","Suite 45","1","15","1","1"
"929","1/23/2020","clothing","232.52","debit card","10th Floor","1","20","5","1"
"930","11/25/2019","home goods","479.03","credit card","PO Box 63999","","12","3","1"
"931","1/21/2020","clothing","464.19","debit card","PO Box 81867","1","25","5","1"
"932","2/13/2020","electronics","417.53","cash","PO Box 52501","1","9","3","1"
"933","12/21/2020","beauty","460.54","credit card","Apt 1055","","27","1",""
"934","9/30/2021","beauty","338.73","credit card","13th Floor","","26","4",""
"935","4/23/2019","electronics","43.43","credit card","Apt 1453","","8","1","1"
"936","4/30/2020","beauty","363.11","mobile payment","PO Box 69498","","14","4",""
"937","10/19/2021","clothing","430.58","debit card","Apt 1965","1","24","3","1"
"938","11/14/2020","beauty","260.05","mobile payment","Room 1457","","22","2","1"
"939","9/30/2020","clothing","198.53","cash","PO Box 47859","","24","3",""
"940","3/8/2019","electronics","50.34","debit card","PO Box 4976","1","21","3",""
"941","8/21/2019","beauty","346.68","cash","Room 1557","","17","1","1"
"942","1/13/2021","clothing","149.29","debit card","Room 417","1","14","2",""
"943","9/29/2020","beauty","63.5","debit card","Suite 60","1","19","1",""
"944","8/1/2020","home goods","368.16","mobile payment","Suite 4","","8","2",""
"945","12/22/2019","sports equipment","17.29","cash","Apt 944","","17","4",""
"946","9/16/2020","clothing","458.76","debit card","Apt 1965","","17","2",""
"947","2/27/2021","clothing","329.33","cash","Suite 28","","10","2","1"
"948","2/6/2019","electronics","487.87","mobile payment","Apt 194","1","21","2","1"
"949","5/26/2020","clothing","448.19","credit card","8th Floor","","30","1",""
"950","12/7/2021","clothing","443.93","mobile payment","13th Floor","1","29","5","1"
"951","12/6/2020","electronics","259.18","mobile payment","Suite 63","","18","3",""
"952","6/14/2021","home goods","299.29","debit card","Suite 94","","12","5","1"
"953","6/18/2020","home goods","162.4","cash","Apt 778","","15","3",""
"954","1/29/2021","home goods","378.67","mobile payment","Apt 1763","","26","4",""
"955","9/6/2020","clothing","200.3","cash","Room 209","1","13","3","1"
"956","3/23/2019","electronics","320.49","credit card","Suite 98","1","10","5",""
"957","12/23/2021","home goods","27.93","cash","Suite 70","1","21","3","1"
"958","2/10/2019","clothing","94.89","credit card","Suite 10","","16","2",""
"959","10/25/2019","clothing","441.0","mobile payment","PO Box 91242","","26","2","1"
"960","1/10/2019","electronics","474.84","credit card","Apt 448","","23","1","1"
"961","6/11/2021","sports equipment","19.46","mobile payment","PO Box 44026","","11","3",""
"962","8/11/2020","sports equipment","331.61","mobile payment","Suite 74","1","13","2",""
"963","1/3/2021","beauty","178.8","credit card","Suite 85","1","13","5","1"
"964","5/1/2020","clothing","283.98","mobile payment","Room 929","","19","3",""
"965","1/19/2019","home goods","302.01","debit card","Room 1280","1","24","5","1"
"966","2/10/2019","sports equipment","372.8","credit card","PO Box 14308","1","15","3","1"
"967","11/5/2021","electronics","447.01","mobile payment","Room 1453","1","7","4","1"
"968","7/14/2021","clothing","15.98","mobile payment","Suite 17","1","21","2",""
"969","1/12/2021","electronics","427.96","credit card","8th Floor","1","27","5",""
"970","4/14/2019","clothing","167.92","credit card","9th Floor","","18","3",""
"971","7/16/2019","clothing","58.08","debit card","PO Box 36152","","27","4","1"
"972","7/13/2020","sports equipment","240.95","cash","2nd Floor","1","7","2",""
"973","8/17/2021","sports equipment","176.15","cash","3rd Floor","1","24","5",""
"974","2/25/2021","clothing","39.94","mobile payment","Apt 971","","22","3","1"
"975","7/30/2021","home goods","433.95","mobile payment","17th Floor","","21","2",""
"976","12/11/2019","home goods","129.81","cash","Apt 1076","","25","1",""
"977","6/15/2019","clothing","358.54","mobile payment","Suite 100","","27","5",""
"978","11/26/2019","beauty","17.17","credit card","12th Floor","","8","4","1"
"979","8/19/2019","beauty","35.89","credit card","Apt 678","1","23","4","1"
"980","3/6/2020","beauty","289.7","mobile payment","PO Box 15212","1","26","5",""
"981","1/23/2021","sports equipment","130.24","mobile payment","Room 243","1","23","5","1"
"982","6/30/2019","beauty","337.16","cash","Apt 1033","1","14","3","1"
"983","7/17/2019","home goods","376.63","credit card","Suite 84","","19","2",""
"984","12/30/2020","beauty","270.11","credit card","Suite 79","1","20","4",""
"985","9/30/2021","home goods","411.5","debit card","Suite 36","1","15","2",""
"986","11/28/2021","sports equipment","382.84","cash","14th Floor","1","14","5",""
"987","5/16/2019","clothing","27.57","credit card","Suite 30","1","18","4",""
"988","5/5/2019","beauty","188.49","cash","Suite 43","","7","5",""
"989","5/8/2021","sports equipment","304.58","credit card","4th Floor","1","18","2",""
"990","2/5/2019","beauty","182.69","debit card","Room 1440","","30","5",""
"991","3/11/2021","electronics","277.5","mobile payment","Room 1083","1","23","1","1"
"992","8/27/2021","home goods","81.44","debit card","11th Floor","1","11","5",""
"993","12/11/2021","beauty","152.35","cash","Room 735","","16","1",""
"994","12/4/2019","clothing","149.31","credit card","Suite 14","","19","1",""
"995","4/29/2020","sports equipment","246.2","mobile payment","Suite 45","","25","5",""
"996","8/19/2020","electronics","409.59","debit card","Apt 1074","1","21","2",""
"997","5/17/2020","beauty","300.43","cash","Suite 88","","29","3",""
"998","3/11/2020","sports equipment","314.23","cash","PO Box 29989","","24","5","1"
"999","4/17/2020","beauty","322.83","cash","Room 956","1","19","2","1"
"1000","7/28/2019","home goods","159.45","cash","Suite 4","1","13","2",""
